Unnamed: 0	clicked_news	category	subcategory	title
600140	N3654	No category	No subcategory	Test av 13 ferdige grøter
600923	N3658	pluss	kultur	Den første norske tv-serien i 2017 er original, men ikke helt god
600981	N3659	okonomi_nyheter	No subcategory	Bemanningsbyrå i Trondheim er konkurs
601373	N3663	No category	No subcategory	Test av 11 iskaffe-drikker
601493	N3666	pluss	nyheter	Norges største kjøp av elbusser i Trondheim
601570	N3667	sortrondelag_nyheter	No subcategory	Har du peis – fyr den opp
601583	N3668	innenriks_nyheter	No subcategory	Dokkehuset til 199 kr kostet plutselig 2499 kr
601587	N3669	sortrondelag_nyheter	No subcategory	Vokter på lensmannen via Facebook
601596	N3670	No category	No subcategory	Test av havre- og byggrynsgrøt: Ingen får dårligere enn terningskast fire
601944	N3671	meninger	ordetfritt	Jeg er så lei av at alle sier jeg må ta meg sammen. Tror dere virkelig jeg VIL være syk?!
602249	N3672	pluss	meninger	Dette viser mangel på kunnskap blant rektor og styre ved NTNU
602411	N3673	trondheim_nyheter	No subcategory	Gasser på og sparer penger
602857	N3676	pluss	okonomi	Private sponsorer gir millionbeløp for å få festival til Trondheim
603382	N3679	pluss	nyheter	Hydrogenbil på vannvogna
603926	N3680	pluss	okonomi	Vil ha alle båter over på batteri
604070	N3681	No category	No subcategory	Ernæringstest av brunost: To av disse skiller seg særlig ut
604306	N3682	trondheim_nyheter	No subcategory	600 katter fyller dette hotellet i slutten av april
604353	N3683	100sport	vintersport	Eks-treneren: – Det har aldri vært så dramatisk for Northug
604405	N3684	100sport	vintersport	Northug i eksklusivt intervju: - Det er en helt uvirkelig situasjon å være i
604451	N3685	tjenester	bildeserier	Trondheims tårn i bilder
604512	N3686	No category	No subcategory	Test av 17 typer fylt pasta
604610	N3687	pluss	nyheter	Ordfører skuffet over Brøset-prosessen
604727	N3688	sortrondelag_nyheter	No subcategory	Ørland og Bjugn får ekstra kampfly-midler
947667	N3689	No category	No subcategory	En av Norges største blogger er ikke så glad i farger: - Det går helst i grått, sort og hvitt.
604821	N3690	okonomi_nyheter	No subcategory	Nå kommer trådløs strøm både til lands og til vanns
605128	N3691	innenriks_nyheter	No subcategory	Drapssiktet erkjenner å ha forårsaket konas død
606005	N3695	pluss	nyheter	Barn og unge som trenger hjelp må vente opptil 75 dager
607289	N3697	meninger	ordetfritt	Mange hus må rives for å gi plass til dobbeltspor
607957	N3699	No category	No subcategory	Laksesak ga digital gullmedalje til Adresseavisen
608078	N3701	trondheim_nyheter	No subcategory	Mann pågrepet og siktet etter voldtekt i Trondheim
608506	N3705	No category	No subcategory	Dette var de mest brukte passordene i 2015
608550	N3706	pluss	meninger	NTNU må holdes i stramme tøyler
608783	N3708	abonnement	sporsmalogsvar	Adressa Pluss - Spørsmål og svar
608904	N3710	pluss	meninger	Mange ledere vegrer seg for å ta nødvendige samtaler med ansatte de tror kan ha psykiske utfordringer
609476	N3712	pluss	magasin	Blå desember
609542	N3713	innenriks_nyheter	No subcategory	Påkjørsel førte til togstans i Oslo
609745	N3714	100sport	sprek	Cecilie klarte ikke å prioritere treningen. Så fant hun et nytt konsept som passet perfekt.
609749	N3715	pluss	magasin	Bak lefse som mor Johaug
609842	N3716	pluss	magasin	«Er det du, litjveita, som skal ha begravelsen?»
610084	N3717	okonomi_nyheter	No subcategory	Dette er trøndelags rikeste
610127	N3718	pluss	nyheter	«Alle» skryter av dem - men de sliter med å få oppdrag
610312	N3720	forbruker	hjem	Det spøker i Trolla
610387	N3721	No category	No subcategory	Derfor smaker maten annerledes i luften
610688	N3722	pluss	nyheter	- Du kan aldri plante en tanke om selvmord
611029	N3725	okonomi_nyheter	No subcategory	Stor økning i boligsalg over seks millioner
611054	N3726	meninger	ordetfritt	Svein Otto Nilsen: Rita skyver arbeidsplasser til nabokommunene
611079	N3727	helse_nyheter	No subcategory	Prøverørsbarn har større risiko for defekter
611232	N3728	No category	No subcategory	Air New Zealand er kåret til verdens beste flyselskap
611374	N3730	meninger	ordetfritt	Alt skal tas fra meg. Innen kort tid skal disse jordene bygges ned
611540	N3732	pluss	magasin	Fant mannen på kirkegården
611555	N3733	okonomi_nyheter	No subcategory	Æ-appen førte til betalingsproblemer i Rema-butikkene
611568	N3734	trondheim_nyheter	No subcategory	Moserne nærmer seg hjernesykdommer
611752	N3736	No category	No subcategory	Ny serie: #ælske Trøndelag/- Kultursjokk å komme tilbake til Trøndelag
611845	N3737	pluss	magasin	En slager blant hestene
611878	N3738	pluss	meninger	Hva er galt med meg, som synes at det gikk ganske greit i 2016?
612655	N3739	sortrondelag_nyheter	No subcategory	Mistet to brødre i bilulykker
612659	N3740	okonomi_nyheter	No subcategory	Alle verdens batteriferjer får teknologi fra Trondheim
612780	N3741	100sport	fotball	Nå merker Brann sølveffekt på partoutkortsalget
613328	N3743	utenriks_nyheter	No subcategory	Jenta i den gule genseren
613774	N3744	No category	No subcategory	Apples Siri ringte ambulansen, reddet ettåring
614756	N3750	trondheim_nyheter	No subcategory	20 kroner kan fort bli til 2000 kroner
615204	N3751	forbruker	hjem	Dette må du lese før du pusser opp
615489	N3752	100sport	ballsport	Omstridt håndballeder høyaktuell som ny ØIF-sjef
615566	N3753	No category	No subcategory	Test av 26 fiskekaker
615740	N3756	sortrondelag_nyheter	No subcategory	Odd Sørli kjøper Røkke-tomter
616379	N3758	meninger	kronikker	Tidlig trygg i Trondheim på trygg grunn
616464	N3759	trondheim_nyheter	No subcategory	Må betale 1000 kroner ekstra i bom
617020	N3761	trondheim_nyheter	No subcategory	- Det var kaos i p-huset på Leutenhaven
617987	N3762	pluss	nyheter	- NTNU planlegger i strid med reguleringsplanen
618945	N3764	trondheim_nyheter	No subcategory	Hedret ildsjeler
619261	N3766	No category	No subcategory	Et feil kryss på et skjema kostet bolig­selgeren 170.000 kroner
619326	N3767	nordtrondelag_nyheter	No subcategory	Dobbeltspor koster 10 milliarder kroner
619974	N3768	sortrondelag_nyheter	No subcategory	Denne e-posten er viktig for helsa di
620039	N3769	No category	No subcategory	Velger du frukttrær nokså tilfeldig?
620115	N3770	trondheim_nyheter	No subcategory	Det er ikke for sent å ta influensavaksine
620141	N3771	No category	No subcategory	Test av fiskeboller: Stor forskjell på hvor mye fisk de inneholder
620230	N3772	pluss	nyheter	25 000 laks seigpint til døde
620233	N3773	No category	No subcategory	Ford vil lansere syv ladbare biler de neste fem årene
620326	N3774	No category	No subcategory	Bli med på havørnsafari i Lofoten
620514	N3775	No category	No subcategory	Ernæringstest av salami: Ingen får terningkast seks.
621056	N3780	100sport	vintersport	VIF-legendene tok farvel med Jordal: - Både gøy og vemodig
622037	N3784	No category	No subcategory	Dette er de nye matvare-trendene
622039	N3785	okonomi_nyheter	No subcategory	Nortura tilbakeviser at planlegger å flagge ut IT-tjenestene sine
622154	N3786	pluss	kultur	Menneskelig familiedrama om de nære ting, av japansk mester
622402	N3788	kultur	film	Hverdagslig mesterverk
622607	N3789	pluss	magasin	Trond Åm syntes ungdommen i Høyre var håpløst moderne
622682	N3790	trondheim_nyheter	No subcategory	Politiet stoppet foreldre som suste inn mot skolen
623494	N3791	pluss	nyheter	NTNU-fusjonen har fått terningkast
623545	N3793	pluss	okonomi	– Det er viktig å være med på utviklingen
623650	N3794	pluss	okonomi	Koteng mener Reitan dekkes for negativt
623690	N3795	No category	No subcategory	Slutter i Trondheimsolistene
624657	N3799	trondheim_nyheter	No subcategory	- Kan ikke hjelpe flere med samlivsproblemer
625084	N3801	nordtrondelag_nyheter	No subcategory	Svenske tollere beslagla sprit trøndere bestilte fra Tyskland
625317	N3805	sortrondelag_nyheter	No subcategory	- Vi skal ikke drive med biljakt
625374	N3806	pluss	sport	Mye har gått galt for trøndersk travsport
626096	N3808	No category	No subcategory	Tollvesenet aksjonerte etter tips fra svenske tollere
626156	N3809	pluss	nyheter	- Dette er grov dyremishandling og må straffes
626640	N3814	nordtrondelag_nyheter	No subcategory	Pågrepet på Værnes med rumpa full av piller
626760	N3815	innenriks_nyheter	No subcategory	Sa de skulle på fisketur i Trøndelag
626861	N3817	innenriks_nyheter	No subcategory	Solberg sår tvil om ulveforliket kan gjennomføres
626912	N3818	pluss	nyheter	Oddekalv har samlet «drit» fra oppdrettsanlegg
626927	N3820	No category	No subcategory	Flesket til med tobakk på Storlien, stoppet i Stjørdal
627517	N3822	nordtrondelag_nyheter	No subcategory	Stoppetmed bilen full av tepper og bilder for 1,6 millioner kroner
627740	N3823	sortrondelag_nyheter	No subcategory	Smuglet 118 liter sprit
627889	N3824	nordtrondelag_nyheter	No subcategory	Snudde da han så tollkontroll
627987	N3825	No category	No subcategory	Ti snåle fakta du burde vite om søvn
628160	N3826	sortrondelag_nyheter	No subcategory	Fant 15 kg hasj i bil på E6 ved en tilfeldighet
629008	N3831	nordtrondelag_nyheter	No subcategory	Tysk smugler bråsnudde da han så Tollvesenet
629217	N3833	nordtrondelag_nyheter	No subcategory	Stakk av fra tollkontroll og hoppet ut av bil i fart
629879	N3835	nordtrondelag_nyheter	No subcategory	Samarbeidet på storstilt redningsøvelse i Meråker
630171	N3836	okonomi_nyheter	No subcategory	Kunne blitt kjempesvært, flyttes til Sveits
631591	N3840	100sport	sprek	- Jeg har ikke peiling på hvordan det er å leve normalt
631746	N3841	pluss	magasin	- Jeg innså at jeg kanskje var den største mannen i Trondheim noensinne
632447	N3842	sport	sprek	Flytter treningen ut av helsestudioet
632777	N3845	pluss	nyheter	Sju forslag til topptur
632790	N3846	pluss	nyheter	Sponser havregrøt til elever i Sør-Trøndelag
633579	N3852	sortrondelag_nyheter	No subcategory	Denne elgen er et av 2015s snodigste tollbeslag
634889	N3857	No category	No subcategory	Lonely Planet: Hit bør du reise neste år
634931	N3858	No category	No subcategory	16 tips for barnebursdag
635986	N3861	trondheim_nyheter	No subcategory	Ingen vil kjøpe eks-Posepilten
636415	N3864	nordtrondelag_nyheter	No subcategory	Sju bilister fikk gebyr for å droppe bilbelte
636519	N3865	nordtrondelag_nyheter	No subcategory	Da Tollvesenet stanset varebilen, tok de årets største beslag
637649	N3867	nordtrondelag_nyheter	No subcategory	Statens vegvesen: - Bilen var livsfarlig
637673	N3868	pluss	okonomi	I år er trøndersk skog mye mer verdt
637707	N3869	okonomi_nyheter	No subcategory	Forbrukerrådet anbefaler å fylle tanken på én spesiell ukedag
637714	N3870	pluss	kultur	Brutal finale på spektakulær krimtrilogi
637834	N3871	No category	No subcategory	Ekspertens beste tips: Slik blir klesskapet ditt ryddig – for alltid.
638125	N3872	100sport	vintersport	Kona til Bjørndalen nærmer seg comeback – kun tre måneder etter fødselen
638661	N3874	forbruker	hjem	Gammelt møter nytt i Fjordgata
638685	N3875	forbruker	hjem	Høyt og lavt ved kanalen
639297	N3876	nordtrondelag_nyheter	No subcategory	Soddbok kan få pris
639502	N3877	nordtrondelag_nyheter	No subcategory	Obs-varsel om vanskelige kjøreforhold i Trøndelag
639923	N3878	trondheim_nyheter	No subcategory	Tatt for smugling av nær 77 000 sigaretter
639928	N3879	No category	No subcategory	- Jeg ble sjokkert og satt ut
640088	N3881	nordtrondelag_nyheter	No subcategory	Pillene Tollvesenet beslagla på Værnes hadde noe uvanlig innhold
640135	N3882	nordtrondelag_nyheter	No subcategory	Trønder-kompiser tatt med 530 narkotabletter
640395	N3883	forbruker	hjem	Budkrigen for å kjøpe Søgstad gård i Levanger fortsetter
641806	N3889	No category	No subcategory	Teslas Model X er virkelig noe for seg selv
642242	N3891	No category	No subcategory	Norsk tettsted blant de fineste i Europa
642621	N3892	No category	No subcategory	Guddommelig mote
642714	N3893	pluss	nyheter	Frykter prestisjeprosjekt på Sluppen blir forsinket
642731	N3894	No category	No subcategory	St. Olav mener de rammes hardt av blåblå krav
644330	N3896	trondheim_nyheter	No subcategory	NTNU-professor svarte på lesernes spørsmål om jordskjelv
644446	N3898	sortrondelag_nyheter	No subcategory	Fant 4000 liter alkohol i to biler ved Røros
644482	N3899	trondheim_nyheter	No subcategory	Rykket ut til to branner i Trondheim på kort tid
644845	N3900	No category	No subcategory	Test av halvstekte rundstykker
644982	N3901	sortrondelag_nyheter	No subcategory	Mattilsynet anmelder oppdretsselskapene Lerøy og Måsøval til politiet
645839	N3902	nordtrondelag_nyheter	No subcategory	Tollerne fant dette i kofferten til den russiske kvinnen som gikk på grønt
647357	N3903	pluss	nyheter	Nå havner den betente striden om skiløypa i retten
647587	N3904	pluss	meninger	Ottervik må gi svar om superbuss
648140	N3906	trondheim_nyheter	No subcategory	Lurte venner med enorm tullerakett
651463	N3908	No category	No subcategory	Prøvekjørt: Kia Optima er ikke helt optimal
652382	N3911	No category	No subcategory	Pirbrua, Trondheim
652816	N3913	nordtrondelag_nyheter	No subcategory	Her fikk de besøk av sola på julaften
653187	N3914	sortrondelag_nyheter	No subcategory	Lensmannskontoret nedlagt
653231	N3915	trondheim_nyheter	No subcategory	- Vil løfte Trondheim opp i en ny divisjon
653340	N3916	nordtrondelag_nyheter	No subcategory	Får ikke satt ned fartsgrense
653397	N3917	No category	No subcategory	– Bilister må betale mer bompenger fremover
653507	N3918	nordtrondelag_nyheter	No subcategory	- Det står ikke noe sted at kjøpere av gårder skal ha medeierrett i grunnen
653521	N3919	sortrondelag_nyheter	No subcategory	- Fikk seg en knekk etter dødsbudskapet
653815	N3920	sortrondelag_nyheter	No subcategory	Halve bygningsrådet erklært inhabil i betent løypesak
653905	N3921	sortrondelag_nyheter	No subcategory	Mener brøyting av veien er å gamble med hovedattraksjon
655695	N3922	100sport	fotball	Nils Arne Eggen: - Akkurat nå bruker jeg gåstol og krykker
656088	N3923	pluss	meninger	I det rike USA er dødeligheten for kvinner i den hvite middelklassen nå økende
658188	N3927	100sport	idrettspolitikk	Slik reagerer Nils Arne Eggen på valget av Trump
658904	N3928	100sport	fotball	Nils Arne Eggen ble hyllet av Lerkendal-publikummet
659706	N3929	forbruker	hjem	Obos utfordrer Tobb i Trondheim
660562	N3931	100sport	fotball	Historiske Bruttern: - Nå når jeg Nils Arne til anklene
661969	N3933	meninger	kronikker	Byggebransjens grønne skifte er godt i gang
662267	N3934	pluss	nyheter	Superbussprosjektet forsinker byutviklingsplaner i seks år framover
662713	N3935	pluss	nyheter	Kvinnelig astronaut til Trondheim
663037	N3936	pluss	nyheter	- Adressa er del av trønderidentiteten
663448	N3938	pluss	nyheter	I år fyller vi 250 år. Vi er bare så vidt startet på vår historie
665534	N3941	No category	No subcategory	Høsthagen: Du må ikke finne på å fjerne løvet
665794	N3942	trondheim_nyheter	No subcategory	P-sonene som skaper hodebry
665911	N3943	trondheim_nyheter	No subcategory	Stenger E6 ved Klett i nesten tre dager
666368	N3944	No category	No subcategory	Tid for beskjæring: Disse plantene skal du klippe nå
666370	N3945	sortrondelag_nyheter	No subcategory	Slik blir det nye Klettkrysset
666464	N3946	100sport	vintersport	Nidaros leder serien – sier nei til opprykk
666917	N3947	pluss	nyheter	Trøndelag best i landet på ungdomsoppfølging
668574	N3951	No category	No subcategory	Slik sjekker du ungdommen din
668785	N3952	pluss	kultur	Disse Åge-bildene har du neppe sett før
669100	N3953	trondheim_nyheter	No subcategory	Kaos etter at E6 ble stengt
670642	N3957	trondheim_nyheter	No subcategory	Slik så hekken ut da huseieren kom hjem
670755	N3958	No category	No subcategory	CES-messen: Norsk firma lanserer smart radonmåler
670835	N3959	meninger	kronikker	Superbuss i Trondheim?
670982	N3961	pluss	kultur	Landets eldste – og yngste teater
671025	N3962	No category	No subcategory	12 turtips i Norge
671548	N3963	okonomi_nyheter	No subcategory	Nå forteller eieren hvorfor de ikke klarte mer
671614	N3965	sortrondelag_nyheter	No subcategory	Se - Kolberg jubler for Trøndelag
671900	N3966	sortrondelag_nyheter	No subcategory	Veien åpnes i løpet av kvelden
672027	N3967	No category	No subcategory	Retningslinjer privatannonser
672081	N3969	trondheim_nyheter	No subcategory	Tyver knuste rute og stjal rattet fra Terjes nye, dyre BMW
672218	N3972	No category	No subcategory	Vidar Løfshus blir sjef for langrennsgutta
672426	N3974	No category	No subcategory	Det hemmelige kartet på mobilen
672707	N3976	No category	No subcategory	Etter å ha prøvd nesten alt, endte jeg opp med å droppe ut av skolen
672985	N3978	tema	arets tronder	De minstes forsvarer
673708	N3979	No category	No subcategory	Prøvekjørt BMW 740 Le: Dette er ladbar luksus
673741	N3980	No category	No subcategory	Fikk historisk sak i fanget
674016	N3981	No category	No subcategory	Minneord: Arne Bjarte-Larsson
674083	N3982	100sport	ballsport	Sjekk Byåsen-keeperens hemmelige tatovering
674337	N3983	pluss	kultur	God sex med alien
674485	N3984	No category	No subcategory	Ønsket seg utedo-feeling på badet
674582	N3985	forbruker	hjem	Dette trikset tar knekken på malingslukten
675966	N3988	innenriks_nyheter	No subcategory	Jordal Amfi blir aldri som før
676118	N3989	pluss	kultur	Hylles gjennom tre konserter
676833	N3994	100sport	vintersport	Sundby gir opp Tour-seieren: - Det er dritkjipt
676836	N3995	trondheim_nyheter	No subcategory	Nytt BI-campus kommer på Brattøra i 2018
676918	N3996	No category	No subcategory	Norske Bianca Wessel bor i et «fuglerede» i 28. etasje midt i tykkeste London
676926	N3997	okonomi_nyheter	No subcategory	Sier ja til 43 meters høyt bygg på Brattørkaia
676946	N3998	sortrondelag_nyheter	No subcategory	Snart slutt på gratisparkering
676961	N3999	pluss	nyheter	Vil bygge 40 meter høyt på Brattøra
677733	N4002	No category	No subcategory	-Jeg har kjempesøte barnesko på stuehylla og en dritstygg do i kjelleren / -Folk flest bor ikke i fancy funkisvillaer
677868	N4003	No category	No subcategory	Mariann har verken vann eller strøm i sitt andre hjem
678368	N4004	oppdraget_nyheter	No subcategory	Rekordstøtte til 43 meter høyt signalbygg på Brattørkaia
678402	N4005	100sport	fotball	Presenterer to nye spillere innen kort tid
678747	N4006	pluss	nyheter	Skyter opp 190 kilo fyrverkeri fra Kristiansten festning nyttårsaften
678774	N4007	100sport	ballsport	Tonje (20) kan sende forbildet på benken
678902	N4008	pluss	magasin	Åpent og rent i 70-talls rekkehus
678924	N4009	100sport	fotball	Hull kjøper Markus Henriksen
678952	N4010	No category	No subcategory	Maren Bye tegnet selv drømmehuset
679020	N4011	innenriks_nyheter	No subcategory	«Løpende kontakt» i jakt på ulveløsning
679257	N4014	pluss	magasin	Hummer, kjære?
679449	N4016	pluss	kultur	Bekmørk lek med «hamlet»
679459	N4017	No category	No subcategory	Hypermoderne på hytta
679487	N4018	100sport	vintersport	Svenske Nilsson sprakk - nå leder Heidi Weng Tour de Ski
679822	N4019	pluss	magasin	Endelig hverdag!
680136	N4021	trondheim_nyheter	No subcategory	Vedtok gratis SFO ved tre skoler
681550	N4025	pluss	okonomi	Butikker i Trondheim opplever opptil 20 prosent lavere julesalg
681770	N4027	pluss	okonomi	Bruker mindre på årets juleshopping
681802	N4028	No category	No subcategory	Dette sjekker de når du «sniffes» på flyplassen
682203	N4029	No category	No subcategory	Dette er verdens dyreste flyreiser
683646	N4033	No category	No subcategory	Da den første byggesøknaden ble avslått, måtte de tenke helt nytt
683718	N4034	trondheim_nyheter	No subcategory	Rosenborg skole tatt for regnskapsjuks
684033	N4035	nordtrondelag_nyheter	No subcategory	Tre biler involvert i ulykke i Overhalla
684069	N4036	pluss	okonomi	Millionvekst i mikroøl: - Dette er ikke bare en hipp trend
684223	N4037	No category	No subcategory	Vi har testet nye Iphone 7, og er ikke nødvendigvis mektig imponert over endringene.
684299	N4038	sortrondelag_nyheter	No subcategory	De mange timene ute i kulda lønte seg til slutt for Kolbein
685972	N4043	trondheim_nyheter	No subcategory	Se de store prisforskjellene
686022	N4044	No category	No subcategory	Her er barnas is-favoritter
686339	N4045	trondheim_nyheter	No subcategory	Dette kan du gjøre i Trondheim i påska
686377	N4046	nordtrondelag_nyheter	No subcategory	Festsoddet vant frem, nå er det beskyttet
686463	N4047	nordtrondelag_nyheter	No subcategory	Nå blir det flere avganger hit
686561	N4048	100sport	fotball	Åpenhjertig Nils Arne Eggen om sønnens død
687418	N4049	No category	No subcategory	Minneord: Harald Grønningen
687712	N4052	innenriks_nyheter	No subcategory	Regjeringen vil radiomerke ulv
688223	N4055	nordtrondelag_nyheter	No subcategory	Kødannelse på E6 etter at bil mistet hjul
688780	N4057	100sport	fotball	FIFA vurderer å endre regelverket for å få slutt på dette
688956	N4060	trondheim_nyheter	No subcategory	- Dette er ikke et vanlig syn
688993	N4061	100sport	ballsport	Dette er «Tuttas» hilsen til vennen Donald Trump
689190	N4062	sortrondelag_nyheter	No subcategory	Fant denne under vann
689389	N4063	sortrondelag_nyheter	No subcategory	Rådmannen i Tydal fikk sparken
689572	N4064	nordtrondelag_nyheter	No subcategory	Mann fikk tre over seg i Namdalseid
690130	N4067	trondheim_nyheter	No subcategory	- Hvis kattungene ikke ble hentet, skulle de avlives
690575	N4068	No category	No subcategory	Minneord: Leif Mæhle
690653	N4070	No category	No subcategory	- Det er blitt et race for å sikre seg plass til håndbagasjen
690692	N4071	No category	No subcategory	Visste du at flyvertene ikke skal gjøre dette?
690968	N4074	okonomi_nyheter	No subcategory	Han skal få flere til å besøke Trondheim
691279	N4076	No category	No subcategory	Norges fineste flyplasser
691384	N4077	nordtrondelag_nyheter	No subcategory	- Hun var ei glad og omsorgsfull dame
691883	N4079	okonomi_nyheter	No subcategory	Snudde underskudd til pluss
692340	N4082	No category	No subcategory	Tilbake etter sykdom
692429	N4083	nordtrondelag_nyheter	No subcategory	To tatt for sexkjøp i lunsjtiden
692582	N4084	forbruker	hjem	Interiørdugnad for Bente
692837	N4086	okonomi_nyheter	No subcategory	Bauhaus til Sandmoen
692966	N4088	meninger	kronikker	Ikke bostedsløs, men hjemløs
693204	N4089	innenriks_nyheter	No subcategory	Norges eldste er død, 112 år gammel
693809	N4096	sortrondelag_nyheter	No subcategory	Mange av disse skal bort
693861	N4097	No category	No subcategory	Minneord: Benjamin Hjort
694316	N4098	trondheim_nyheter	No subcategory	Politiet er tilbake på Twitter
694317	N4099	No category	No subcategory	Mari uteksaminert fra kulturskolen
694398	N4100	trondheim_nyheter	No subcategory	«Har man tatt en «lille», og fått promille. Hva gjør man så?»
694421	N4101	trondheim_nyheter	No subcategory	«Rådyr påkjørt av nødslaktebil på Byneset. Fikser biffen selv»
694832	N4105	okonomi_nyheter	No subcategory	Søsken tjener fett på 3T
694834	N4106	sortrondelag_nyheter	No subcategory	Trailer veltet på lakseveien i Orkdal
695449	N4110	No category	No subcategory	Flyselskapene med best benplass i økonomiklasse
695580	N4111	sortrondelag_nyheter	No subcategory	I denne minihytta på 11,5 kvm. stortrives familien fra Trondheim
695621	N4112	sortrondelag_nyheter	No subcategory	Hege Opøien begravet i dag
695701	N4114	trondheim_nyheter	No subcategory	Død person identifisert
696092	N4118	100sport	vintersport	Arne Scheie etter hoppdrama: – Det skal bare ikke skje
696378	N4119	No category	No subcategory	Minneord: Jon Gunnar Hofstad
697012	N4121	nordtrondelag_nyheter	No subcategory	Her er Sigrid akkurat blitt født - i et helikopter
697207	N4123	meninger	ordetfritt	Disse bæsjeposene på Lade er en protestaksjon
697220	N4124	meninger	ordetfritt	58 kg og altfor tjukk
697294	N4125	trondheim_nyheter	No subcategory	Nå er de nye leddbussene her
697373	N4127	No category	No subcategory	Dette studenthjemmet i Trondheim skiller seg ut
697401	N4129	okonomi_nyheter	No subcategory	Disse matvarene trenger du aldri kjøpe til fullpris
697489	N4130	100sport	fotball	Nå er jakten på ny midtstopper avsluttet
697540	N4131	sortrondelag_nyheter	No subcategory	Her har kommunen funnet en kreativ løsning på hundebæsj-problemet
697976	N4135	tema	makteliten	Kleggen i kulissene
698474	N4136	trondheim_nyheter	No subcategory	Halliktiltalt for å ha leid ut leilighet til sexsalg i Trondheim
698962	N4138	utenriks_nyheter	No subcategory	Fem drept på flyplassen i Fort Lauderdale
699178	N4139	pluss	kultur	Smørblid Elton John vant publikum
699469	N4142	meninger	kronikker	Liker du Kafka?
699750	N4145	pluss	okonomi	- 6-etasjes boligblokker vil ødelegge Saxenborg
699878	N4146	pluss	okonomi	Politikerne avslår naboklager - Fylkesmannen gir medhold
700714	N4150	No category	No subcategory	Stargate har kjøpt nytt studio til 43 millioner
701117	N4152	pluss	magasin	Kjøkkenveien: Festmat på et kvarter
701210	N4153	okonomi_nyheter	No subcategory	- Vi skal ikke være noen tilbudsbutikk
701677	N4155	sortrondelag_nyheter	No subcategory	Usikret last på trønderske veier – her er skrekkbildene
701687	N4156	No category	No subcategory	Theos ti regler
702531	N4161	trondheim_nyheter	No subcategory	Navn på avdød frigitt etter arbeidsulykken på Heimdal
702623	N4162	sortrondelag_nyheter	No subcategory	Såpeglatte veier skapte enorme køer på E6
702705	N4164	trondheim_nyheter	No subcategory	- Det er en utrolig kreativitet blant hundeeierne
702714	N4165	No category	No subcategory	Slik flyr vi i fremtiden
702926	N4167	pluss	nyheter	Trøndersk treningsteknologi skal sette standard over hele verden
703185	N4168	No category	No subcategory	Vi sendte Nyttårskonserten direkte
703337	N4170	trondheim_nyheter	No subcategory	Nedsnødd og forelsket
703400	N4172	nordtrondelag_nyheter	No subcategory	- Blir vel noen stopp underveis for å spy og blande drinker
703445	N4173	pluss	kultur	«Et forsøk på å dempe støyen fra ett år gamle skrikende og utrøstelige tvillinger»
703838	N4176	No category	No subcategory	CNN: Drammen har en av verdens mest spesielle tunneler
703876	N4177	moreromsdal_nyheter	No subcategory	Investerer flere hundre millioner i settefiskanlegg
704063	N4178	nordtrondelag_nyheter	No subcategory	- Hjelp, en hauk i garasjen!
704118	N4179	sortrondelag_nyheter	No subcategory	Her er blinkskudd fra årets påske i Midt-Norge
704304	N4182	meninger	ordetfritt	Byantikvaren skal ikke være en skjødehund
704478	N4184	innenriks_nyheter	No subcategory	Politiet håper obduksjonen vil gi svar på dødsfall i Tydal
704911	N4187	100sport	fotball	Alt du husker og alt du vil glemme fra 2016-sesongen: Nakenbilder, Riise-fiasko og banebråk
705107	N4188	trondheim_nyheter	No subcategory	Sier ja til vinterpark i Bymarka
705309	N4189	No category	No subcategory	Gammeldags kjøkkenhygge
705489	N4191	No category	No subcategory	Stormforelsket i missekjæreste
705494	N4192	pluss	meninger	Fryktelig høyt, men ingen katastrofe
705587	N4195	No category	No subcategory	Slik sjekker du jentene i &laquo;Ungkaren&raquo;
705621	N4196	okonomi_nyheter	No subcategory	Frati flytter til nye lokaler
705964	N4197	trondheim_nyheter	No subcategory	Trondheimskvinne reiste til Syria
705997	N4198	trondheim_nyheter	No subcategory	Fant bille i baguett
706098	N4200	No category	No subcategory	Det er som om jeg lister meg inn på feil rom. Senga er opptatt.
706179	N4201	No category	No subcategory	Fant ukjent brev fra fru Inger
706255	N4203	pluss	meninger	Hva er vitsen med å bo i Norge hvis man hater snø?
706299	N4205	pluss	meninger	De flinkeste elevene må stort sett klare seg selv
706324	N4206	pluss	kultur	En nasjonal ulykke
706774	N4211	No category	No subcategory	Er dette landet «alle» skal til i 2017?
706972	N4214	trondheim_nyheter	No subcategory	Brannen i Erkebispegården i 1983
706985	N4215	trondheim_nyheter	No subcategory	Nekter for å ha begått ran
707093	N4216	okonomi_nyheter	No subcategory	Ricks stenger for godt
707144	N4218	forbruker	hjem	Krogstad tapte i tingretten
707313	N4219	trondheim_nyheter	No subcategory	Bystyret trumfet gjennom den grønne streken
707321	N4220	okonomi_nyheter	No subcategory	Saga Entreprenør i pengetrøbbel
707377	N4221	tema	arets tronder	Birgit Skarstein er Årets trønder 2016
707379	N4222	okonomi_nyheter	No subcategory	Flere trønderske vinnere i Det norske måltid
707382	N4223	sortrondelag_nyheter	No subcategory	Avdøde skal ha hatt synlige skader
707399	N4224	okonomi_nyheter	No subcategory	Rema hiver ut flere Coca-Cola produkter
707409	N4225	sortrondelag_nyheter	No subcategory	Nabo sjokkert og trist over det som har skjedd
